LINK,sector,name,code
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ncc/NCC01,constructioncontractingcivil,NCC01,ncc
https://www.moneycontrol.com/india/stockpricequote/diversified/nesco/NES,diversified,NES,nesco
https://www.moneycontrol.com/india/stockpricequote/foodprocessing/nestleindia/NI,foodprocessing,NI,nestleindia
https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/network18mediainvestments/NMI,mediaentertainment,NMI,network18mediainvestments
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/newindiaassurancecompany/NIA,miscellaneous,NIA,newindiaassurancecompany
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nhpc/N07,powergenerationdistribution,N07,nhpc
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/niittechnologies/NII02,computerssoftware,NII02,niittechnologies
https://www.moneycontrol.com/india/stockpricequote/plastics/nilkamal/NP08,plastics,NP08,nilkamal
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nipponlifeindiaassetmanagement/RNL,miscellaneous,RNL,nipponlifeindiaassetmanagement
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nlcindia/NLC,powergenerationdistribution,NLC,nlcindia
https://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02,miningminerals,NMD02,nmdc
https://www.moneycontrol.com/india/stockpricequote/petrochemicals/nocil/NOC02,petrochemicals,NOC02,nocil
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/ntpc/NTP,powergenerationdistribution,NTP,ntpc
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/oberoirealty/OR,constructioncontractingrealestate,OR,oberoirealty
https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilindia/OI13,oildrillingandexploration,OI13,oilindia
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/omaxe/O02,constructioncontractingrealestate,O02,omaxe
https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/oilnaturalgascorporation/ONG,oildrillingandexploration,ONG,oilnaturalgascorporation
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/oraclefinancialservicessoftware/OFS01,computerssoftware,OFS01,oraclefinancialservicessoftware
https://www.moneycontrol.com/india/stockpricequote/cementmajor/orientcement/OC10,cementmajor,OC10,orientcement
https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/orientrefractories/OR01,cementproductsbuildingmaterials,OR01,orientrefractories
https://www.moneycontrol.com/india/stockpricequote/personalcare/proctergamblehygienehealthcare/PGH,personalcare,PGH,proctergamblehygienehealthcare
https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/pageindustries/PI35,textilesreadymadeapparels,PI35,pageindustries
https://www.moneycontrol.com/india/stockpricequote/foodprocessing/paragmilkfoods/PMF01,foodprocessing,PMF01,paragmilkfoods
https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/pcjeweller/PJ,diamondcuttingjewellerypreciousmetals,PJ,pcjeweller
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/persistentsystems/PS15,computerssoftware,PS15,persistentsystems
https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/petronetlng/PLN,oildrillingandexploration,PLN,petronetlng
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/pfizer/P,pharmaceuticals,P,pfizer
https://www.moneycontrol.com/india/stockpricequote/chemicals/phillipscarbonblack/PCB01,chemicals,PCB01,phillipscarbonblack
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/phoenixmills/PM02,constructioncontractingrealestate,PM02,phoenixmills
https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/piindustries/PII,pesticidesagrochemicals,PII,piindustries
https://www.moneycontrol.com/india/stockpricequote/chemicals/pidiliteindustries/PI11,chemicals,PI11,pidiliteindustries
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/piramalenterprises/PH05,pharmaceuticals,PH05,piramalenterprises
https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/punjabnationalbank/PNB05,bankspublicsector,PNB05,punjabnationalbank
https://www.moneycontrol.com/india/stockpricequote/financehousing/pnbhousingfinance/PHF,financehousing,PHF,pnbhousingfinance
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/pncinfratech/PI26,constructioncontractingrealestate,PI26,pncinfratech
https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/polycabindia/PI44,cablespowerothers,PI44,polycabindia
https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/powerfinancecorporation/PFC02,financetermlendinginstitutions,PFC02,powerfinancecorporation
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/powergridcorporationindia/PGC,powergenerationdistribution,PGC,powergridcorporationindia
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/prestigeestatesprojects/PEP02,constructioncontractingrealestate,PEP02,prestigeestatesprojects
https://www.moneycontrol.com/india/stockpricequote/cementmajor/prismjohnson/PC,cementmajor,PC,prismjohnson
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/proctergamblehealth/M12,pharmaceuticals,M12,proctergamblehealth
https://www.moneycontrol.com/india/stockpricequote/trading/ptcindia/PTC02,trading,PTC02,ptcindia
https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/pvr/PVR,mediaentertainment,PVR,pvr
https://www.moneycontrol.com/india/stockpricequote/engineering/quesscorp/QC,engineering,QC,quesscorp
https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/radicokhaitan/RK01,breweriesdistilleries,RK01,radicokhaitan
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/railvikasnigam/RVN,miscellaneous,RVN,railvikasnigam
https://www.moneycontrol.com/india/stockpricequote/cementmajor/rainindustries/RC12,cementmajor,RC12,rainindustries
https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/rajeshexports/RE07,diamondcuttingjewellerypreciousmetals,RE07,rajeshexports
https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/rallisindia/RI03,pesticidesagrochemicals,RI03,rallisindia
https://www.moneycontrol.com/india/stockpricequote/cementmajor/theramcocements/MC,cementmajor,MC,theramcocements
https://www.moneycontrol.com/india/stockpricequote/fertilisers/rashtriyachemicalsfertilisers/RCF01,fertilisers,RCF01,rashtriyachemicalsfertilisers
https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/ratnamanimetalstubes/RMT,steeltubespipes,RMT,ratnamanimetalstubes
https://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/raymond/R,textileswoollenworsted,R,raymond
https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/rblbank/RB03,banksprivatesector,RB03,rblbank
https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/rec/REC02,financetermlendinginstitutions,REC02,rec
https://www.moneycontrol.com/india/stockpricequote/computershardware/redingtonindia/RI37,computershardware,RI37,redingtonindia
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/reliancecapital/RC,financeinvestments,RC,reliancecapital
https://www.moneycontrol.com/india/stockpricequote/leatherproducts/relaxofootwears/RF07,leatherproducts,RF07,relaxofootwears
https://www.moneycontrol.com/india/stockpricequote/refineries/relianceindustries/RI,refineries,RI,relianceindustries
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/relianceinfrastructure/RI38,powergenerationdistribution,RI38,relianceinfrastructure
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/reliancepower/RP,powergenerationdistribution,RP,reliancepower
https://www.moneycontrol.com/india/stockpricequote/financehousing/repcohomefinance/RHF,financehousing,RHF,repcohomefinance
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/responsiveindustries/SH10,constructioncontractingcivil,SH10,responsiveindustries
https://www.moneycontrol.com/india/stockpricequote/diversified/rites/R02,diversified,R02,rites
https://www.moneycontrol.com/india/stockpricequote/chemicals/shkelkarcompany/KC17,chemicals,KC17,shkelkarcompany
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/sadbhavengineering/SE19,infrastructuregeneral,SE19,sadbhavengineering
https://www.moneycontrol.com/india/stockpricequote/steellarge/steelauthorityindia/SAI,steellarge,SAI,steelauthorityindia
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sanofiindia/AP26,pharmaceuticals,AP26,sanofiindia
https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/statebankindia/SBI,bankspublicsector,SBI,statebankindia
https://www.moneycontrol.com/india/stockpricequote/diversified/sbilifeinsurancecompany/SLI03,diversified,SLI03,sbilifeinsurancecompany
https://www.moneycontrol.com/india/stockpricequote/bearings/schaefflerindia/FAG,bearings,FAG,schaefflerindia
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/schneiderelectricinfrastructure/SEI04,powergenerationdistribution,SEI04,schneiderelectricinfrastructure
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/shankarabuildingproducts/SBP02,miscellaneous,SBP02,shankarabuildingproducts
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sheelafoam/SF14,miscellaneous,SF14,sheelafoam
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shilpamedicare/SM19,pharmaceuticals,SM19,shilpamedicare
https://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCI,shipping,SCI,shippingcorporationindia
https://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51,retail,SS51,shoppersstop
https://www.moneycontrol.com/india/stockpricequote/cementmajor/shreecements/SC12,cementmajor,SC12,shreecements
https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramcityunionfinance/SCU,financeleasinghirepurchase,SCU,shriramcityunionfinance
https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/shriramtransportfinancecorporation/STF,financeleasinghirepurchase,STF,shriramtransportfinancecorporation
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/siemens/S,infrastructuregeneral,S,siemens
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/securityintelligenceservicesindia/SIS08,miscellaneous,SIS08,securityintelligenceservicesindia
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sjvn/S11,powergenerationdistribution,S11,sjvn
https://www.moneycontrol.com/india/stockpricequote/bearings/skfindia/SKF01,bearings,SKF01,skfindia
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sobha/SD6,constructioncontractingrealestate,SD6,sobha
https://www.moneycontrol.com/india/stockpricequote/chemicals/solarindustriesindia/SII04,chemicals,SII04,solarindustriesindia
https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/somanyceramics/SC49,ceramicsgranite,SC49,somanyceramics
https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sonatasoftware/SS42,computerssoftwaremediumsmall,SS42,sonatasoftware
https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/southindianbank/SIB,banksprivatesector,SIB,southindianbank
https://www.moneycontrol.com/india/stockpricequote/transportlogistics/spicejet/SJ01,transportlogistics,SJ01,spicejet
https://www.moneycontrol.com/india/stockpricequote/diversified/srf/SRF,diversified,SRF,srf
https://www.moneycontrol.com/india/stockpricequote/cementmajor/starcement/SFC02,cementmajor,SFC02,starcement
https://www.moneycontrol.com/india/stockpricequote/cablestelephone/sterlitetechnologies/ST20,cablestelephone,ST20,sterlitetechnologies
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/stridespharmascience/SA10,pharmaceuticals,SA10,stridespharmascience
https://www.moneycontrol.com/india/stockpricequote/dyespigments/sudarshanchemicalindustries/SCI08,dyespigments,SCI08,sudarshanchemicalindustries
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaceuticalindustries/SPI,pharmaceuticals,SPI,sunpharmaceuticalindustries
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sunpharmaadvancedresearchcompany/SPA,pharmaceuticals,SPA,sunpharmaadvancedresearchcompany
https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/suntvnetwork/STN01,mediaentertainment,STN01,suntvnetwork
https://www.moneycontrol.com/india/stockpricequote/fasteners/sundramfasteners/SF23,fasteners,SF23,sundramfasteners
https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/sunteckrealty/SR05,constructioncontractingrealestate,SR05,sunteckrealty
https://www.moneycontrol.com/india/stockpricequote/autoancillaries/suprajitengineering/SE15,autoancillaries,SE15,suprajitengineering
https://www.moneycontrol.com/india/stockpricequote/plastics/supremeindustries/SI48,plastics,SI48,supremeindustries
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/suzlonenergy/SE17,powergenerationdistribution,SE17,suzlonenergy
https://www.moneycontrol.com/india/stockpricequote/trading/swanenergy/SM09,trading,SM09,swanenergy
https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/symphony/SCS04,consumergoodswhitegoods,SCS04,symphony
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/syngeneinternational/SI10,miscellaneous,SI10,syngeneinternational
https://www.moneycontrol.com/india/stockpricequote/paper/tamilnadunewsprintpapers/TNN,paper,TNN,tamilnadunewsprintpapers
https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tatacoffee/TC14,plantationsteacoffee,TC14,tatacoffee
https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tataconsumerproducts/TT,plantationsteacoffee,TT,tataconsumerproducts
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataelxsi/TE,computerssoftware,TE,tataelxsi
https://www.moneycontrol.com/india/stockpricequote/financeinvestments/tatainvestmentcorporation/TIC,financeinvestments,TIC,tatainvestmentcorporation
https://www.moneycontrol.com/india/stockpricequote/steelpigiron/tatametaliks/TM,steelpigiron,TM,tatametaliks
https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/tatamotors/TM03,autolcvshcvs,TM03,tatamotors
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/tatapowercompany/TPC,powergenerationdistribution,TPC,tatapowercompany
https://www.moneycontrol.com/india/stockpricequote/steellarge/tatasteel/TIS,steellarge,TIS,tatasteel
https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/tcnsclothingco/TCC,textilesgeneral,TCC,tcnsclothingco
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataconsultancyservices/TCS,computerssoftware,TCS,tataconsultancyservices
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/teamleaseservices/TS13,miscellaneous,TS13,teamleaseservices
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/techmahindra/TM4,computerssoftware,TM4,techmahindra
https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/tejasnetworks/TN,telecommunicationsequipment,TN,tejasnetworks
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/thermax/T,infrastructuregeneral,T,thermax
https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/thyrocaretechnologies/TT16,hospitalsmedicalservices,TT16,thyrocaretechnologies
https://www.moneycontrol.com/india/stockpricequote/packaging/timetechnoplast/TT03,packaging,TT03,timetechnoplast
https://www.moneycontrol.com/india/stockpricequote/bearings/timkenindia/TI23,bearings,TI23,timkenindia
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01,miscellaneous,TI01,titancompany
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/tatamotorsltddvr/TATAM57000,miscellaneous,TATAM57000,tatamotorsltddvr
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/torrentpharmaceuticals/TP06,pharmaceuticals,TP06,torrentpharmaceuticals
https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/torrentpower/TP14,powergenerationdistribution,TP14,torrentpower
https://www.moneycontrol.com/india/stockpricequote/retail/trent/T04,retail,T04,trent
https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/trident/AI01,textilesspinningcottonblended,AI01,trident
https://www.moneycontrol.com/india/stockpricequote/domesticappliances/ttkprestige/TTK02,domesticappliances,TTK02,ttkprestige
https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tvtodaynetwork/TVT,mediaentertainment,TVT,tvtodaynetwork
https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tv18broadcast/IBN,mediaentertainment,IBN,tv18broadcast
https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/tvsmotorcompany/TVS,auto23wheelers,TVS,tvsmotorcompany
https://www.moneycontrol.com/india/stockpricequote/tyres/tvssrichakra/TVS03,tyres,TVS03,tvssrichakra
https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/ucobank/UCO,bankspublicsector,UCO,ucobank
https://www.moneycontrol.com/india/stockpricequote/packaging/uflex/U01,packaging,U01,uflex
https://www.moneycontrol.com/india/stockpricequote/financegeneral/ujjivanfinancialservices/UFS01,financegeneral,UFS01,ujjivanfinancialservices
https://www.moneycontrol.com/india/stockpricequote/cementmajor/ultratechcement/UTC01,cementmajor,UTC01,ultratechcement
https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/unionbankindia/UBI01,bankspublicsector,UBI01,unionbankindia
https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedbreweries/UB02,breweriesdistilleries,UB02,unitedbreweries
https://www.moneycontrol.com/india/stockpricequote/chemicals/upl/UP04,chemicals,UP04,upl
https://www.moneycontrol.com/india/stockpricequote/electricequipment/vguardindustries/VI02,electricequipment,VI02,vguardindustries
https://www.moneycontrol.com/india/stockpricequote/retail/vmartretail/VR03,retail,VR03,vmartretail
https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/vatechwabag/VTW,infrastructuregeneral,VTW,vatechwabag
https://www.moneycontrol.com/india/stockpricequote/retail/vaibhavglobal/VG02,retail,VG02,vaibhavglobal
https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmantextiles/VT10,textilesspinningcottonblended,VT10,vardhmantextiles
https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/varrocengineering/VE08,engineeringheavy,VE08,varrocengineering
https://www.moneycontrol.com/india/stockpricequote/foodprocessing/varunbeverages/VB05,foodprocessing,VB05,varunbeverages
https://www.moneycontrol.com/india/stockpricequote/miningminerals/vedanta/SG,miningminerals,SG,vedanta
https://www.moneycontrol.com/india/stockpricequote/miscellaneous/venkys/V03,miscellaneous,V03,venkys
https://www.moneycontrol.com/india/stockpricequote/chemicals/vinatiorganics/VO01,chemicals,VO01,vinatiorganics
https://www.moneycontrol.com/india/stockpricequote/plastics/vipindustries/VIP,plastics,VIP,vipindustries
https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/vodafoneidealimited/IC8,telecommunicationsservice,IC8,vodafoneidealimited
https://www.moneycontrol.com/india/stockpricequote/diversified/voltas/V,diversified,V,voltas
https://www.moneycontrol.com/india/stockpricequote/transportlogistics/vrllogistics/VL03,transportlogistics,VL03,vrllogistics
https://www.moneycontrol.com/india/stockpricequote/cigarettes/vstindustries/VST,cigarettes,VST,vstindustries
https://www.moneycontrol.com/india/stockpricequote/autoancillaries/wabcoindia/WAB,autoancillaries,WAB,wabcoindia
https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/welspuncorp/WGS,steeltubespipes,WGS,welspuncorp
https://www.moneycontrol.com/india/stockpricequote/textilesweaving/welspunindia/WI03,textilesweaving,WI03,welspunindia
https://www.moneycontrol.com/india/stockpricequote/hotels/westlifedevelopment/DIC,hotels,DIC,westlifedevelopment
https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/whirlpoolindia/WI,consumergoodswhitegoods,WI,whirlpoolindia
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/wipro/W,computerssoftware,W,wipro
https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wockhardt/W05,pharmaceuticals,W05,wockhardt
https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE,mediaentertainment,ZEE,zeeentertainmententerprises
https://www.moneycontrol.com/india/stockpricequote/computerssoftware/zensartechnologies/ZT02,computerssoftware,ZT02,zensartechnologies
https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/zyduswellness/ZW01,vanaspatioils,ZW01,zyduswellness
